sweep,H,L,T
160,-56,0,0
161,-64,0,0
162,-64,0,0
163,-92,0,0
164,-72,0,0
165,-72,0,0
166,-68,0,0
167,-64,0,0
168,-56,0,0
169,-60,0,0
170,-56,0,0
171,-56,0,0
172,-64,0,0
173,-76,0,0
174,-104,0,0
175,-100,0,0
176,-80,0,0
177,-84,0,0
178,-64,0,0
179,-80,0,0
180,-84,0,0
181,-92,0,0
182,-72,0,0
183,-80,0,0
184,-60,0,0
185,-72,0,0
186,-80,0,0
187,-80,0,0
188,-92,0,0
189,-112,0,0
190,-76,0,0
191,-88,0,0
192,-96,0,0
193,-100,0,0
194,-84,0,0
195,-100,0,0
196,-76,0,0
197,-68,0,0
198,-52,0,0
199,-44,0,0
200,-44,0,0
201,-52,0,0
202,-64,0,0
203,-60,0,0
204,-84,0,0
205,-76,0,0
206,-56,0,0
207,-40,0,0
208,-48,0,0
209,-60,0,0
210,-48,0,0
211,-56,0,0
212,-60,0,0
213,-56,0,0
214,-92,0,0
215,-88,0,0
216,-104,0,0
217,-108,0,0
218,-92,0,0
219,-88,0,0
220,-92,0,0
221,-68,0,0
222,-64,0,0
223,-96,0,0
224,-92,0,0
225,-68,0,0
226,-52,0,0
227,-40,0,0
228,-36,0,0
229,-44,0,0
230,-68,0,0
231,-64,0,0
232,-48,0,0
233,-44,0,0
234,-60,0,0
235,-44,0,0
236,-48,0,0
237,-44,0,0
238,-44,0,0
239,-52,0,0
240,-52,0,0
241,-68,0,0
242,-48,0,0
243,-56,0,0
244,-52,0,0
245,-80,0,0
246,-80,0,0
247,-76,0,0
248,-80,0,0
249,-52,0,0
250,-72,0,0
251,-76,0,0
252,-68,0,0
253,-60,0,0
254,-76,0,0
255,-100,0,0
256,-84,0,0
257,-92,0,0
258,-88,0,0
259,-92,0,0
260,-112,0,0
261,-128,0,0
262,-112,0,0
263,-108,0,0
264,-108,0,0
265,-88,0,0
266,-84,0,0
267,-80,0,0
268,-76,0,0
269,-44,0,0
270,-60,0,0
271,-68,0,0
272,-72,0,0
273,-96,0,0
274,-104,0,0
275,-84,0,0
276,-108,0,0
277,-120,0,0
278,-104,0,0
279,-84,0,0
280,-104,0,0
281,-120,0,0
282,-112,0,0
283,-72,0,0
284,-68,0,0
285,-88,0,0
286,-100,0,0
287,-112,0,0
288,-100,0,0
289,-64,0,0
290,-72,0,0
291,-56,0,0
292,-60,0,0
293,-76,0,0
294,-80,0,0
295,-92,0,0
296,-104,0,0
297,-96,0,0
298,-68,0,0
299,-40,0,0
300,-60,0,0
301,-60,0,0
302,-60,0,0
303,-92,0,0
304,-120,0,0
305,-72,0,0
306,-60,0,0
307,-64,0,0
308,-48,0,0
309,-64,0,0
310,-76,0,0
311,-48,0,0
312,-44,0,0
313,-60,0,0
314,-68,0,0
315,-84,0,0
316,-64,0,0
317,-80,0,0
318,-84,0,0
319,-92,0,0
320,-92,0,0
321,-88,0,0
322,-88,0,0
323,-88,0,0
324,-72,0,0
325,-52,0,0
326,-64,0,0
327,-72,0,0
328,-76,0,0
329,-88,0,0
330,-64,0,0
331,-68,0,0
332,-80,0,0
333,-68,0,0
334,-28,0,0
335,-44,0,0
336,-64,0,0
337,-44,0,0
338,-76,0,0
339,-104,0,0
340,-120,0,0
341,-108,0,0
342,-68,0,0
343,-60,0,0
344,-44,0,0
345,-40,0,0
346,-32,0,0
347,-48,0,0
348,-52,0,0
349,-40,0,0
350,-44,0,0
351,-44,0,0
352,-56,0,0
353,-72,0,0
354,-52,0,0
355,-52,0,0
356,-56,0,0
357,-64,0,0
358,-52,0,0
359,-96,0,0
360,-72,0,0
361,-68,0,0
362,-64,0,0
363,-56,0,0
364,-76,0,0
365,-92,0,0
366,-92,0,0
367,-100,0,0
368,-68,0,0
369,-68,0,0
370,-60,0,0
371,-68,0,0
372,-72,0,0
373,-92,0,0
374,-100,0,0
375,-104,0,0
376,-92,0,0
377,-100,0,0
378,-64,0,0
379,-84,0,0
380,-88,0,0
381,-100,0,0
382,-92,0,0
383,-60,0,0
384,-96,0,0
385,-116,0,0
386,-92,0,0
387,-84,0,0
388,-76,0,0
389,-72,0,0
390,-52,0,0
391,-56,0,0
392,-64,0,0
393,-44,0,0
394,-52,0,0
395,-60,0,0
396,-52,0,0
397,-60,0,0
398,-52,0,0
399,-56,0,0
400,-48,0,0
401,-52,0,0
402,-60,0,0
403,-92,0,0
404,-100,0,0
405,-112,0,0
406,-64,0,0
407,-80,0,0
408,-60,0,0
409,-48,0,0
410,-64,0,0
411,-60,0,0
412,-80,0,0
413,-92,0,0
414,-96,0,0
415,-112,0,0
416,-100,0,0
417,-104,0,0
418,-84,0,0
419,-88,0,0
420,-80,0,0
421,-88,0,0
422,-112,0,0
423,-80,0,0
424,-64,0,0
425,-92,0,0
426,-76,0,0
427,-96,0,0
428,-84,0,0
429,-68,0,0
430,-36,0,0
431,-52,0,0
432,-68,0,0
433,-120,0,0
434,-128,0,0
435,-108,0,0
436,-88,0,0
437,-64,0,0
438,-68,0,0
439,-72,0,0
440,-64,0,0
441,-56,0,0
442,-52,0,0
443,-96,0,0
444,-76,0,0
445,-56,0,0
446,-84,0,0
447,-84,0,0
448,-92,0,0
449,-76,0,0
450,-72,0,0
451,-72,0,0
452,-80,0,0
453,-100,0,0
454,-104,0,0
455,-108,0,0
456,-96,0,0
457,-112,0,0
458,-88,0,0
459,-96,0,0
460,-56,0,0
461,-56,0,0
462,-52,0,0
463,-76,0,0
464,-80,0,0
465,-76,0,0
466,-64,0,0
467,-72,0,0
468,-76,0,0
469,-68,0,0
470,-56,0,0
471,-44,0,0
472,-64,0,0
473,-40,0,0
474,-60,0,0
475,-68,0,0
476,-60,0,0
477,-88,0,0
478,-96,0,0
479,-92,0,0
480,-112,0,0
481,-108,0,0
482,-112,0,0
483,-84,0,0
484,-52,0,0
485,-64,0,0
486,-68,0,0
487,-72,0,0
488,-104,0,0
489,-84,0,0
490,-68,0,0
491,-60,0,0
492,-56,0,0
493,-68,0,0
494,-60,0,0
495,-108,0,0
496,-120,0,0
497,-120,0,0
498,-120,0,0
499,-100,0,0
500,-84,0,0
501,-84,0,0
502,-80,0,0
503,-80,0,0
504,-100,0,0
505,-64,0,0
506,-96,0,0
507,-104,0,0
508,-104,0,0
509,-104,0,0
510,-80,0,0
511,-108,0,0
512,-96,0,0
513,-84,0,0
514,-120,0,0
515,-104,0,0
516,-100,0,0
517,-88,0,0
518,-80,0,0
519,-100,0,0
520,-88,0,0
521,-88,0,0
522,-64,0,0
523,-76,0,0
524,-76,0,0
525,-76,0,0
526,-76,0,0
527,-68,0,0
528,-52,0,0
529,-48,0,0
530,-56,0,0
531,-56,0,0
532,-68,0,0
533,-44,0,0
534,-56,0,0
535,-60,0,0
536,-52,0,0
537,-72,0,0
538,-76,0,0
539,-88,0,0
540,-72,0,0
541,-72,0,0
542,-84,0,0
543,-96,0,0
544,-64,0,0
545,-56,0,0
546,-80,0,0
547,-92,0,0
548,-100,0,0
549,-104,0,0
550,-76,0,0
551,-80,0,0
552,-104,0,0
553,-60,0,0
554,-40,0,0
555,-72,0,0
556,-60,0,0
557,-56,0,0
558,-48,0,0
559,-60,0,0
560,-88,0,0
561,-80,0,0
562,-88,0,0
563,-72,0,0
564,-76,0,0
565,-56,0,0
566,-88,0,0
567,-68,0,0
568,-64,0,0
569,-80,0,0
570,-52,0,0
571,-64,0,0
572,-60,0,0
573,-60,0,0
574,-68,0,0
575,-64,0,0
576,-72,0,0
577,-60,0,0
578,-84,0,0
579,-88,0,0
580,-100,0,0
581,-104,0,0
582,-92,0,0
583,-116,0,0
584,-112,0,0
585,-80,0,0
586,-120,0,0
587,-92,0,0
588,-60,0,0
589,-68,0,0
590,-76,0,0
591,-68,0,0
592,-52,0,0
593,-68,0,0
594,-116,0,0
595,-84,0,0
596,-76,0,0
597,-76,0,0
598,-52,0,0
599,-44,0,0
600,-44,0,0
601,-76,0,0
602,-84,0,0
603,-80,0,0
604,-88,0,0
605,-64,0,0
606,-52,0,0
607,-72,0,0
608,-88,0,0
609,-96,0,0
610,-96,0,0
611,-88,0,0
612,-80,0,0
613,-64,0,0
614,-60,0,0
615,-88,0,0
616,-80,0,0
617,-80,0,0
618,-76,0,0
619,-52,0,0
620,-76,0,0
621,-76,0,0
622,-76,0,0
623,-104,0,0
624,-68,0,0
625,-80,0,0
626,-68,0,0
627,-72,0,0
628,-68,0,0
629,-80,0,0
630,-84,0,0
631,-108,0,0
632,-76,0,0
633,-96,0,0
634,-100,0,0
635,-88,0,0
636,-60,0,0
637,-72,0,0
638,-96,0,0
639,-104,0,0
640,-76,0,0
641,-56,0,0
642,-52,0,0
643,-56,0,0
644,-64,0,0
645,-72,0,0
646,-44,0,0
647,-56,0,0
648,-64,0,0
649,-68,0,0
650,-72,0,0
651,-72,0,0
652,-72,0,0
653,-72,0,0
654,-76,0,0
655,-68,0,0
656,-48,0,0
657,-72,0,0
658,-68,0,0
659,-72,0,0
660,-104,0,0
661,-104,0,0
662,-112,0,0
663,-92,0,0
664,-84,0,0
665,-68,0,0
666,-68,0,0
667,-76,0,0
668,-64,0,0
669,-68,0,0
670,-68,0,0
671,-52,0,0
672,-56,0,0
673,-64,0,0
674,-76,0,0
675,-68,0,0
676,-104,0,0
677,-100,0,0
678,-80,0,0
679,-96,0,0
680,-84,0,0
681,-104,0,0
682,-56,0,0
683,-68,0,0
684,-92,0,0
685,-96,0,0
686,-112,0,0
687,-92,0,0
688,-76,0,0
689,-60,0,0
690,-64,0,0
691,-80,0,0
692,-60,0,0
693,-56,0,0
694,-36,0,0
695,-52,0,0
696,-56,0,0
697,-72,0,0
698,-120,0,0
699,-104,0,0
700,-84,0,0
701,-88,0,0
702,-72,0,0
703,-52,0,0
704,-52,0,0
705,-40,0,0
706,-48,0,0
707,-64,0,0
708,-76,0,0
709,-52,0,0
710,-40,0,0
711,-44,0,0
712,-48,0,0
713,-32,0,0
714,-44,0,0
715,-56,0,0
716,-60,0,0
717,-56,0,0
718,-52,0,0
719,-48,0,0
720,-64,0,0
721,-52,0,0
722,-64,0,0
723,-48,0,0
724,-88,0,0
725,-84,0,0
726,-84,0,0
727,-80,0,0
728,-64,0,0
729,-48,0,0
730,-40,0,0
731,-68,0,0
732,-92,0,0
733,-112,0,0
734,-100,0,0
735,-96,0,0
736,-120,0,0
737,-100,0,0
738,-92,0,0
739,-92,0,0
740,-84,0,0
741,-60,0,0
742,-64,0,0
743,-68,0,0
744,-92,0,0
745,-56,0,0
746,-60,0,0
747,-64,0,0
748,-40,0,0
749,-60,0,0
750,-52,0,0
751,-60,0,0
752,-80,0,0
753,-72,0,0
754,-84,0,0
755,-60,0,0
756,-64,0,0
757,-40,0,0
758,-36,0,0
759,-56,0,0
760,-48,0,0
761,-36,0,0
762,-52,0,0
763,-84,0,0
764,-84,0,0
765,-88,0,0
766,-108,0,0
767,-120,0,0
768,-108,0,0
769,-120,0,0
770,-80,0,0
771,-76,0,0
772,-56,0,0
773,-44,0,0
774,-60,0,0
775,-56,0,0
776,-56,0,0
777,-64,0,0
778,-76,0,0
779,-96,0,0
780,-108,0,0
781,-92,0,0
782,-92,0,0
783,-92,0,0
784,-112,0,0
785,-112,0,0
786,-120,0,0
787,-112,0,0
788,-88,0,0
789,-72,0,0
790,-60,0,0
791,-92,0,0
792,-100,0,0
793,-84,0,0
794,-100,0,0
795,-76,0,0
796,-44,0,0
797,-68,0,0
798,-44,0,0
799,-68,0,0
800,-84,0,0
801,-80,0,0
802,-52,0,0
803,-44,0,0
804,-36,0,0
805,-52,0,0
806,-76,0,0
807,-76,0,0
808,-44,0,0
809,-52,0,0
810,-64,0,0
811,-68,0,0
812,-88,0,0
813,-84,0,0
814,-100,0,0
815,-76,0,0
816,-76,0,0
817,-104,0,0
818,-80,0,0
819,-88,0,0
820,-40,0,0
821,-76,0,0
822,-68,0,0
823,-100,0,0
824,-84,0,0
825,-48,0,0
826,-56,0,0
827,-28,0,0
828,-72,0,0
829,-80,0,0
830,-96,0,0
831,-108,0,0
832,-112,0,0
833,-120,0,0
834,-88,0,0
835,-52,0,0
836,-48,0,0
837,-68,0,0
838,-64,0,0
839,-92,0,0
840,-80,0,0
841,-64,0,0
842,-56,0,0
843,-60,0,0
844,-76,0,0
845,-68,0,0
846,-80,0,0
847,-72,0,0
848,-68,0,0
849,-72,0,0
850,-100,0,0
851,-84,0,0
852,-76,0,0
853,-60,0,0
854,-84,0,0
855,-80,0,0
856,-76,0,0
857,-96,0,0
858,-92,0,0
859,-100,0,0
860,-100,0,0
861,-104,0,0
862,-108,0,0
863,-100,0,0
864,-108,0,0
865,-100,0,0
866,-104,0,0
867,-120,0,0
868,-96,0,0
869,-104,0,0
870,-60,0,0
871,-64,0,0
872,-64,0,0
873,-64,0,0
874,-72,0,0
875,-52,0,0
876,-76,0,0
877,-60,0,0
878,-100,0,0
879,-100,0,0
880,-92,0,0
881,-88,0,0
882,-68,0,0
883,-76,0,0
884,-96,0,0
885,-120,0,0
886,-120,0,0
887,-96,0,0
888,-64,0,0
889,-68,0,0
890,-72,0,0
891,-44,0,0
892,-64,0,0
893,-36,0,0
894,-60,0,0
895,-68,0,0
896,-76,0,0
897,-88,0,0
898,-84,0,0
899,-80,0,0
900,-84,0,0
901,-100,0,0
902,-56,0,0
903,-64,0,0
904,-84,0,0
905,-84,0,0
906,-76,0,0
907,-84,0,0
908,-112,0,0
909,-112,0,0
910,-96,0,0
911,-100,0,0
912,-76,0,0
913,-96,0,0
914,-100,0,0
915,-88,0,0
916,-108,0,0
917,-84,0,0
918,-92,0,0
919,-64,0,0
920,-80,0,0
921,-60,0,0
922,-76,0,0
923,-76,0,0
924,-72,0,0
925,-68,0,0
926,-92,0,0
927,-80,0,0
928,-36,0,0
929,-32,0,0
930,-52,0,0
931,-56,0,0
932,-56,0,0
933,-72,0,0
934,-68,0,0
935,-68,0,0
936,-44,0,0
937,-44,0,0
938,-56,0,0
939,-56,0,0
940,-56,0,0
941,-60,0,0
942,-80,0,0
943,-92,0,0
944,-112,0,0
945,-104,0,0
946,-92,0,0
947,-72,0,0
948,-64,0,0
949,-84,0,0
950,-68,0,0
951,-40,0,0
952,-60,0,0
953,-60,0,0
954,-76,0,0
955,-44,0,0
956,-96,0,0
957,-84,0,0
958,-104,0,0
959,-96,0,0
960,-120,0,0
961,-116,0,0
962,-104,0,0
963,-80,0,0
964,-64,0,0
965,-36,0,0
966,-60,0,0
967,-68,0,0
968,-84,0,0
969,-112,0,0
970,-108,0,0
971,-96,0,0
972,-68,0,0
973,-72,0,0
974,-84,0,0
975,-88,0,0
976,-104,0,0
977,-92,0,0
978,-72,0,0
979,-76,0,0
980,-84,0,0
981,-76,0,0
982,-52,0,0
983,-68,0,0
984,-60,0,0
985,-84,0,0
986,-88,0,0
987,-100,0,0
988,-60,0,0
989,-68,0,0
990,-68,0,0
991,-52,0,0
992,-56,0,0
993,-48,0,0
994,-48,0,0
995,-60,0,0
996,-68,0,0
997,-64,0,0
998,-52,0,0
999,-72,0,0
1000,-64,0,0
1001,-84,0,0
1002,-68,0,0
1003,-76,0,0
1004,-92,0,0
1005,-76,0,0
1006,-84,0,0
1007,-88,0,0
1008,-116,0,0
1009,-112,0,0
1010,-88,0,0
1011,-120,0,0
1012,-96,0,0
1013,-48,0,0
1014,-40,0,0
1015,-52,0,0
1016,-48,0,0
1017,-84,0,0
1018,-104,0,0
1019,-92,0,0
1020,-100,0,0
1021,-128,0,0
1022,-104,0,0
1023,-80,0,0
1024,-112,0,0
1025,-96,0,0
1026,-100,0,0
1027,-112,0,0
1028,-96,0,0
1029,-68,0,0
1030,-84,0,0
1031,-64,0,0
1032,-80,0,0
1033,-100,0,0
1034,-104,0,0
1035,-92,0,0
1036,-80,0,0
1037,-100,0,0
1038,-108,0,0
1039,-92,0,0
1040,-88,0,0
1041,-80,0,0
1042,-100,0,0
1043,-92,0,0
1044,-104,0,0
1045,-104,0,0
1046,-76,0,0
1047,-100,0,0
1048,-96,0,0
1049,-80,0,0
1050,-76,0,0
1051,-108,0,0
1052,-112,0,0
1053,-88,0,0
1054,-80,0,0
1055,-88,0,0
1056,-68,0,0
1057,-72,0,0
1058,-60,0,0
1059,-48,0,0
1060,-60,0,0
1061,-72,0,0
1062,-64,0,0
1063,-60,0,0
1064,-48,0,0
1065,-60,0,0
1066,-44,0,0
1067,-44,0,0
1068,-40,0,0
1069,-56,0,0
1070,-64,0,0
1071,-60,0,0
1072,-76,0,0
1073,-64,0,0
1074,-76,0,0
1075,-76,0,0
1076,-72,0,0
1077,-104,0,0
1078,-104,0,0
1079,-120,0,0
1080,-96,0,0
1081,-108,0,0
1082,-112,0,0
1083,-112,0,0
1084,-116,0,0
1085,-88,0,0
1086,-96,0,0
1087,-80,0,0
1088,-80,0,0
1089,-72,0,0
1090,-68,0,0
1091,-60,0,0
1092,-48,0,0
1093,-72,0,0
1094,-96,0,0
1095,-76,0,0
1096,-92,0,0
1097,-112,0,0
1098,-80,0,0
1099,-56,0,0
1100,-52,0,0
1101,-72,0,0
1102,-56,0,0
1103,-56,0,0
1104,-48,0,0
1105,-52,0,0
1106,-64,0,0
1107,-60,0,0
1108,-52,0,0
1109,-44,0,0
1110,-40,0,0
1111,-36,0,0
1112,-52,0,0
1113,-56,0,0
1114,-76,0,0
1115,-76,0,0
1116,-76,0,0
1117,-120,0,0
1118,-128,0,0
1119,-92,0,0
1120,-72,0,0
1121,-104,0,0
1122,-96,0,0
1123,-80,0,0
1124,-96,0,0
1125,-88,0,0
1126,-80,0,0
1127,-88,0,0
1128,-88,0,0
1129,-84,0,0
1130,-68,0,0
1131,-60,0,0
1132,-52,0,0
1133,-76,0,0
1134,-76,0,0
1135,-96,0,0
1136,-96,0,0
1137,-88,0,0
1138,-100,0,0
1139,-104,0,0
1140,-76,0,0
1141,-60,0,0
1142,-64,0,0
1143,-56,0,0
1144,-48,0,0
1145,-64,0,0
1146,-36,0,0
1147,-32,0,0
1148,-60,0,0
1149,-60,0,0
1150,-44,0,0
1151,-68,0,0
1152,-56,0,0
1153,-52,0,0
1154,-40,0,0
1155,-80,0,0
1156,-84,0,0
1157,-80,0,0
1158,-88,0,0
1159,-92,0,0
1160,-108,0,0
1161,-76,0,0
1162,-92,0,0
1163,-68,0,0
1164,-52,0,0
1165,-36,0,0
1166,-48,0,0
1167,-104,0,0
1168,-84,0,0
1169,-60,0,0
1170,-68,0,0
1171,-60,0,0
1172,-60,0,0
1173,-44,0,0
1174,-60,0,0
1175,-68,0,0
1176,-76,0,0
1177,-120,0,0
1178,-104,0,0
1179,-80,0,0
1180,-96,0,0
1181,-80,0,0
1182,-108,0,0
1183,-96,0,0
1184,-100,0,0
1185,-36,0,0
1186,-48,0,0
1187,-56,0,0
1188,-56,0,0
1189,-52,0,0
1190,-60,0,0
1191,-56,0,0
1192,-84,0,0
1193,-68,0,0
1194,-76,0,0
1195,-100,0,0
1196,-72,0,0
1197,-100,0,0
1198,-72,0,0
1199,-88,0,0
1200,-96,0,0
1201,-104,0,0
1202,-112,0,0
1203,-84,0,0
1204,-76,0,0
1205,-104,0,0
1206,-112,0,0
1207,-112,0,0
1208,-68,0,0
1209,-72,0,0
1210,-48,0,0
1211,-60,0,0
1212,-80,0,0
1213,-80,0,0
1214,-92,0,0
1215,-80,0,0
1216,-76,0,0
1217,-76,0,0
1218,-80,0,0
1219,-76,0,0
1220,-68,0,0
1221,-80,0,0
1222,-100,0,0
1223,-120,0,0
1224,-108,0,0
1225,-104,0,0
1226,-100,0,0
1227,-96,0,0
1228,-104,0,0
1229,-100,0,0
1230,-92,0,0
1231,-92,0,0
1232,-100,0,0
1233,-80,0,0
1234,-96,0,0
1235,-88,0,0
1236,-60,0,0
1237,-60,0,0
1238,-64,0,0
1239,-92,0,0
1240,-92,0,0
1241,-68,0,0
1242,-48,0,0
1243,-60,0,0
1244,-52,0,0
1245,-76,0,0
1246,-68,0,0
1247,-64,0,0
1248,-44,0,0
1249,-72,0,0
1250,-80,0,0
1251,-104,0,0
1252,-72,0,0
1253,-72,0,0
1254,-44,0,0
1255,-56,0,0
1256,-116,0,0
1257,-96,0,0
1258,-88,0,0
1259,-72,0,0
1260,-60,0,0
1261,-104,0,0
1262,-84,0,0
1263,-68,0,0
1264,-64,0,0
1265,-56,0,0
1266,-48,0,0
1267,-68,0,0
1268,-68,0,0
1269,-60,0,0
1270,-72,0,0
1271,-88,0,0
1272,-80,0,0
1273,-108,0,0
1274,-92,0,0
1275,-72,0,0
1276,-104,0,0
1277,-104,0,0
1278,-104,0,0
1279,-92,0,0
1280,-64,0,0
1281,-80,0,0
1282,-72,0,0
1283,-68,0,0
1284,-80,0,0
1285,-64,0,0
1286,-52,0,0
1287,-64,0,0
1288,-76,0,0
1289,-104,0,0
1290,-120,0,0
1291,-76,0,0
1292,-60,0,0
1293,-84,0,0
1294,-76,0,0
1295,-96,0,0
1296,-92,0,0
1297,-72,0,0
1298,-56,0,0
1299,-60,0,0
1300,-76,0,0
1301,-76,0,0
1302,-80,0,0
1303,-88,0,0
1304,-84,0,0
1305,-84,0,0
1306,-68,0,0
1307,-84,0,0
1308,-92,0,0
1309,-80,0,0
1310,-100,0,0
1311,-112,0,0
1312,-80,0,0
1313,-84,0,0
1314,-80,0,0
1315,-64,0,0
1316,-52,0,0
1317,-48,0,0
1318,-56,0,0
1319,-88,0,0
1320,-80,0,0
1321,-52,0,0
1322,-72,0,0
1323,-92,0,0
1324,-80,0,0
1325,-72,0,0
1326,-56,0,0
1327,-68,0,0
1328,-72,0,0
1329,-80,0,0
1330,-48,0,0
1331,-68,0,0
1332,-92,0,0
1333,-76,0,0
1334,-84,0,0
1335,-116,0,0
1336,-100,0,0
1337,-88,0,0
1338,-100,0,0
1339,-88,0,0
1340,-120,0,0
1341,-108,0,0
1342,-80,0,0
1343,-60,0,0
1344,-40,0,0
1345,-60,0,0
1346,-36,0,0
1347,-48,0,0
1348,-52,0,0
1349,-64,0,0
1350,-52,0,0
1351,-64,0,0
1352,-64,0,0
1353,-72,0,0
1354,-84,0,0
1355,-60,0,0
1356,-52,0,0
1357,-60,0,0
1358,-60,0,0
1359,-64,0,0
1360,-72,0,0
1361,-68,0,0
1362,-64,0,0
1363,-64,0,0
1364,-92,0,0
1365,-92,0,0
1366,-100,0,0
1367,-88,0,0
1368,-88,0,0
1369,-100,0,0
1370,-88,0,0
1371,-112,0,0
1372,-72,0,0
1373,-72,0,0
1374,-80,0,0
1375,-56,0,0
1376,-60,0,0
1377,-68,0,0
1378,-60,0,0
1379,-84,0,0
1380,-92,0,0
1381,-72,0,0
1382,-84,0,0
1383,-72,0,0
1384,-72,0,0
1385,-64,0,0
1386,-68,0,0
1387,-64,0,0
1388,-36,0,0
1389,-36,0,0
1390,-28,0,0
1391,-36,0,0
1392,-24,0,0
1393,-64,0,0
1394,-72,0,0
1395,-104,0,0
1396,-112,0,0
1397,-92,0,0
1398,-96,0,0
1399,-72,0,0
1400,-68,0,0
1401,-104,0,0
1402,-96,0,0
1403,-80,0,0
1404,-68,0,0
1405,-52,0,0
1406,-84,0,0
1407,-92,0,0
1408,-100,0,0
1409,-100,0,0
1410,-128,0,0
1411,-112,0,0
1412,-88,0,0
1413,-76,0,0
1414,-56,0,0
1415,-52,0,0
1416,-84,0,0
1417,-88,0,0
1418,-120,0,0
1419,-92,0,0
1420,-96,0,0
1421,-128,0,0
1422,-112,0,0
1423,-92,0,0
1424,-88,0,0
1425,-80,0,0
1426,-76,0,0
1427,-84,0,0
1428,-68,0,0
1429,-100,0,0
1430,-72,0,0
1431,-72,0,0
1432,-72,0,0
1433,-44,0,0
1434,-60,0,0
1435,-44,0,0
1436,-64,0,0
1437,-68,0,0
1438,-92,0,0
1439,-104,0,0
1440,-112,0,0
1441,-104,0,0
1442,-112,0,0
1443,-88,0,0
1444,-80,0,0
1445,-56,0,0
1446,-44,0,0
1447,-64,0,0
1448,-28,0,0
1449,-52,0,0
1450,-56,0,0
1451,-56,0,0
1452,-60,0,0
1453,-84,0,0
1454,-76,0,0
1455,-80,0,0
1456,-80,0,0
1457,-60,0,0
1458,-56,0,0
1459,-64,0,0
1460,-76,0,0
1461,-76,0,0
1462,-56,0,0
1463,-56,0,0
1464,-48,0,0
1465,-52,0,0
1466,-56,0,0
1467,-68,0,0
1468,-48,0,0
1469,-68,0,0
1470,-48,0,0
1471,-76,0,0
1472,-68,0,0
1473,-80,0,0
1474,-92,0,0
1475,-76,0,0
1476,-80,0,0
1477,-96,0,0
1478,-120,0,0
1479,-108,0,0
1480,-104,0,0
1481,-120,0,0
1482,-84,0,0
1483,-100,0,0
1484,-96,0,0
1485,-112,0,0
1486,-108,0,0
1487,-100,0,0
1488,-100,0,0
1489,-108,0,0
1490,-96,0,0
1491,-100,0,0
1492,-112,0,0
1493,-60,0,0
1494,-96,0,0
1495,-112,0,0
1496,-88,0,0
